username,date,comment
[Deleted User],Aug-14,"Maybe they can use Gold Bond ""car insertion powder""."
m6user,Aug-14,"Actually I think the car that Shaq pushes is the Buick Lacrosse which is the Regal's bigger brother and might satisfy whoever wants a Regal but more ""Impala sized"". Peyton Manning pushes the Verano in commercials. I actually can't think of a star that is featured in Regal commercials or if they even have Regal commercials.????
Just got my issue of Consumer Reports in the mail today and they review the Regal. They recommend but it's 0-60 times were kind of slow IMO for a turbo with 259hp. My '13 RDX is about a second faster."
[Deleted User],Aug-14,"The only Taurus I find menacing is the Police Interceptor. Has a nice stance to it. Cops here have been swapping out the last of the Crown Vic's, and that's a problem because undercover Taurussssesss are hard to spot."
[Deleted User],Aug-14,"He actually drive's a Cadillac Escalade with 26"" wheels. I think we all know GM gave it to him."
brian125,Aug-14,Shacks in the Verano commercial just seen it last week
explorerx4,Aug-14,"@michaell, Still a shocking number. I have saved $800, so far, for replacement tires."
backy,Aug-14,"I do, too. I've sat in the Verano at the past 2 local auto shows and been impressed by the interior trim and even the amount of back seat room. It would be plenty big inside for my needs (or my wife's needs). FE just not that good, however, compared to most mid-sized sedans. And not really a fit for either my next vehicle (as I prefer small hatchbacks) or my wife's (will probably get a small SUV for her for ease of entry/exit)."
[Deleted User],Aug-14,"I had a 1982 Buick Skyhawk, who life did not end well, but the dealer gave me a 1984 T-Type at their cost and my down payment back when it was all said and done. (d0n'tn want to get into it now)
The T-Type I had was very handsome inside and out, while the same Chevy J body was horrible inside. I think Buick has always tried Tom be better than the rest of GM, without being gaudy and garish for the most part. I think they were hobbled at GM more than helped at times.
So, I totally believe that the Verano is a compelling car for them. Especially the turbo."
[Deleted User],Aug-14,
ab348,Aug-14,"@brian125 - I have a 2011 Regal Turbo so that is all I can really comment upon. I did drive a NA 2.4 2011 before I bought the Turbo and it was OK but I did not think it had enough power for the way I like to drive. The current Turbo is more powerful than mine so I think it would be even better than what I have but I am satisfied with mine. I was attracted to the Regal because of the styling, which I think looks great, and the size of the car. I generally like bigger cars but don't really need one.
So, with all that - I love the suspension and handling on mine. I have driven German cars previously and owned a VW GTi in the '90s and this definitely has that taut Germanic feel. But I do not find the ride at all rough. It is not traditional Buick-soft (I came out of a 1st-gen Lacrosse so I know what that is like) but is still comfortable and well-controlled. It handles very nicely and I have zero complaints about the way it drives. In fact I have had it on a number of day-long highway drives and it is without doubt the best car I have ever owned for that kind of travel - set the cruise on 75 and it just tracks like it is hunkered down to the road.
In terms of interior size: I am 6' but am a big guy. I take a 2XL shirt and a 44 pant. The car fits me fine but there is no extra room (except legroom). But having said that I am very comfortable in it. It is at best a 4 seater and I have had 4 adults in it for some distance with no complaints. If the front seats are not rearward to the max you can be quite comfortable in the rear compartment. The trunk is OK but slopes upward slightly towards the passenger compartment which is a bit of an issue with large items. One golf bag is no problem but two requires some maneuvering. I find the room issue a bit odd because the car is fairly wide so I don't know where it all goes.
Downsides for me are that it takes some finagling to get the front seats adjusted comfortably. Compared to the cushy lounge chair buckets in my Lacrosse these are harder seats and the bottom cushion isn't as big. I have them adjusted so I am comfortable but the old-style seats in the Lacrosse seemed easier to make fit me better, even though they didn't provide as much support and didn't have a lumbar support like these do. That's pretty much my only gripe. I really like the size of the car in driving it, not too big, not too small. It just feels right. It has enough power especially on the highway - it will go way too fast way too quickly - and ample torque around town. I really do like it. Will a Turbo 4 be troublesome down the road? That is really the only lingering question I have. I have not had a Turbo engine before so I have no experience to go on."
m6user,Aug-14,"@brian125‌
from automotive news:
""The Shaq spot seeks to quash the notion that a largish sedan like the LaCrosse must be a gas guzzler -- it gets ""36 mpg highway""
and Peyton Manning does the Verano:
""""It's definitely easier to call audibles in the Verano as opposed to the line of scrimmage,"" Manning said in a statement. ""After I call audibles in the Verano, I don't get hit in the back.""
Just google it."
brian125,Aug-14,M.... Your are correct. need to audible my last post
benjaminh,Aug-14,"midsize sales for July
Camry: 39,888
Accord: 35,073
Altima: 26,654
Fusion: 23,942
Sonata: 22,577
Optima: 13,588
Malibu: 13,537
Passat: 8,668
200: 8,159
Mazda6: 5,049
Legacy: 4,679"
benjaminh,Aug-14,"Nissan probably now has the capacity to make 35,000 Altimas a month. Ditto with Ford and the Fusion. But so far they rarely get close to that. I mistakenly thought that by now we'd be having a 4 way race at the top. But the rankings have been remarkably steady. It seems that no one is likely to topple the Camry in the foreseeable future. And the Accord seems quite solid in the # 2 slot. With Altima sales slumping a bit (down last month 10% compared to last year) and Fusion up 17% compared to last year, there does seem to be something of a battle for 3rd place.
The Passat, down 14% from last year's weak numbers, continues to be a letdown for VW. They are now running at about half capacity at their TN factory. Given that the market as a whole is doing well, and the Passat has a new turbo engine and higher mpg, it really seems puzzling. Plus Passat has the only turbo diesel in a mainstream midsize sedan iirc.
Mazda6 sales, in contrast, were up a big 46% compared to the year ago period. The 6 seems to be getting some good traction in the market. I think it would be a big upset if the 6 passed the Passat for the 2015 model year. I think that's possible."
akirby,Aug-14,Don't Accord sales include coupes and crosstours? Toyota is hell bent on keeping the sales lead and seems willing to use incentives and fleet sales to do it. Remember the last time a car company did that?
m6user,Aug-14,It's nice to see Mazda6 sales up dramatically but IIRC they were almost nonexistent last year because of lack of supply coming from Japan. So the comparison to last year is probably an easy one right now.
stickguy,Aug-14,I am quite curious to see how the Legacy #s trend once the new model is fully available. I hope that the upgrades can get it to nearly double. At least ahead of the Passat.
backy,Aug-14,Maybe. But a new Passat is coming next year. It's a big game of leap-frog.
Mr_Shiftright,Aug-14,"Also new Mazda6 diesel, to compete with Passat TDI I'd imagine. First Japanese competitor for the TDI."
m6user,Aug-14,Don't hold your breath on the Mazda6 diesel. I heard from my dealer that they were having problems meeting U.S. requirements and they are selling the gasser model in good enough quantities to maintain production lines in Japan. Unless you've got some good solid info to the contrary I'd be all ears.
[Deleted User],Aug-14,I don't know Chrysler has still sold 8100 crappy 200 cars. That has to be fleet sales.
brian125,Aug-14,"For the first half of last year, more than half of all Chrysler 200 sedans were sold as fleet vehicles. No wonder it's widely seen as the official car of the rental lot. And it's doubtful those fleet sales did anything to help Chrysler in the long run. Very few people who shelled out $20 or 30 per day for the displeasure of driving a 200 later plunked down $20,000 for the displeasure of owning one. The new 2015 200 s has a bigger motor/ awd. Still not up to par with the class leaders in its field."
[Deleted User],Aug-14,"8100 was just too clean a number. While rental plots are full of Sebring's and 200's, they are also used by the government. Social Service's here use them, and they are conspicuous sometimes because I will notice that a car has hubcaps and small wheels that are only offered by order just to keep tire costs down. Our government sells the cars after 125k and 5 years.."
backy,Aug-14,"It was good enough to top the Accord Sport in the most recent M/T mid-sized sedan comparo. Also the Altima and Malibu. (Fusion didn't participate.) Since Chrysler's top two targets with the 200 are the Fusion and Malibu, that's a good start."
ab348,Aug-14,"Well, it's new, and we all know how the car magazines usually fall over themselves for a newly-introduced car. I can't understand why Chrysler would target the Malibu. It's not exactly burning up the sales charts."
Mr_Shiftright,Aug-14,"I think I got the info from one of the ""greencar"" websites but on what authority, who knows?
The problem for automakers is that they have to be able to sell the diesels in California--a huge market. I think in a few years government attitudes about diesels will lighten up and they may even get the same privileges as hybrids do.
So I think there's room in this market for Mazda, definitely."
m6user,Aug-14,"Oh, I think there is room all right. I think a lot of people would like to try a Japanese diesel. All they have really had is the VW in mainstream smaller cars in recent years. Luxury cars, different story."
Mr_Shiftright,Aug-14,Modern diesel cars are great for zipping around metro areas. You get all that oomph right off the line. The only time they really don't work is if your commute is very short and the diesel engine doesn't get to warm up thoroughly. They aren't efficient when they are below optimum operating temperatures.
[Deleted User],Aug-14,"Do we have a Malibu driver? I am seeing Malibu ad's framing the page here, and it specifically says Chevy Malibu on our little home here. Just wondering if they wooed anyone over. I like their rear stance, and I even like the rear end where I can see two muffler's; but no fancy dual exhaust tips. Kind of like ""I have it, but I'm not gonna show just anyone."""
backy,Aug-14,"I guess that's why the Optima--introduced several years ago--took 2nd, ahead of the brand-new 200.
Why target the Malibu? First, because it's an easier target than the likes of the Accord and Camry. Second, even though the Malibu isn't burning up the sales charts, it sells in much bigger numbers than the 200."
[Deleted User],Aug-14,"What I aim saying is that for the amount of sales they have, on top of the advertising dollars supplied to get built in advertising here on Edmunds, plus the NASCAR exposure including being tied to the likes of Dale Earnhardt, I am surprised we don't have a Malibu owner here ravenously defending his mount's honor, even though under the skin they have nothing in common. Stickers as headlights? I think the cars should be more realistic to be honest.
Or, maybe they are out racing while I sit in the A/C online babbling about Malibu's."
ab348,Aug-14,"We have at least one Malibu owner here that I know of. I'm not sure what your point is though.
BTW, they do not run a Malibu-body in NASCAR. They use the Chevrolet SS."
ab348,Aug-14,"Well, all those Korean payments to the auto journos by H/K still are paying some dividends."
backy,Aug-14,Not too many. When was the last time you saw a H/K win a comparo? Maybe H/K should take lessons on paying off the automotive press from Mazda... they get results from their payoffs!!
[Deleted User],Aug-14,"The 2014 Kia Optima Turbo drove very closely to the Mazda 6 I tested on the same day. I think mine has ""loosened up"" over time, but it starts every day and has consistently provided a nice, reliable, warm or cold as necessary transportation module, but no it doesn't drive as well as the Mazda 6. It is actually hard for me to remember what my car felt like when it was new vs. now. It was one heck of a lot tighter than the Jeep G/C I came out of. Progress.
What I said about the 2014 Optima means that I think they reprogrammed the weld robots or used better Steel or a combination of the two for a stiffer platform, and new premium tires on a fresh platform. No wonder people buy a new car at around 30,000 miles, and my dealer slapped a ""certified"" sticker on my paperwork if I sell it between now and 2000 more miles."
m6user,Aug-14,"Yeah, like Mazda has enough spare change to pay anybody off. LOL."
backy,Aug-14,"I got my first look at the new Sonata today, as I checked them out at my local Hyundai dealer. They were closed so I didn't get to sit in one, but I thought the exterior looked more ""grown up"" than the prior generation car. I liked the looks of the SE (now the base model) better than the higher-end trims, which have too much chrome trim for my taste. Every SE seemed to have the Popular Equipment package on it ($1200), which has a lot of stuff but not heated front seats as on my wife's 2013. In fact I don't know if you can even get heated seats on the SE. The interior looked very spacious, and the materials looked fine except for the trim around the HVAC controls, which was a cheap-looking silver plastic. The center stack controls looked dumb-simple--big improvement over the old model.
This dealer also had tons of 2014 Sonatas (and Elantras). Looks like a good time to get a deal on a 2014. I noticed the 2014 Sonatas had a sticker discount on the PEP that made it only $900, and it includes goodies like a backup camera and heated front seats. So a pretty well-equipped car for ~$23k list... can probably get it for under $18k these days."
explorerx4,Aug-14,"@taylorgoines1, Your post isn't going to last very long here."
Mr_Shiftright,Aug-14,"Hello Taylorgaoines1 -- welcome to the Forums! We're sorry but your post can't stand because we don't allow solicitations in the Forums proper, as per the Member Agreement. You are certainly welcome however to join in the discussion and share your expertise, and make general comments on your product's virtues or the competition's shortcomings, as your personal opinion, but please no attempts to sell anyone anything, and no links, phone #s, dealer names, etc. thank you
MODERATOR"
brian125,Aug-14,"brian125 → taylorgoines1
I will give you a shoot to work some good numbers for me down the road. If I buy from your dealership you must fax me a buyers order to be signed by both parties to seal any out of state deals.
where are you located S.C.?
Just remember.... if you post things about great deals and you cant deliver you little ad stunt is dead. Reach me by Im on here."
benjaminh,Aug-14,"The new Acura TLX, which starts at $31k, is getting positive reviews. Car and Driver says:
""Overall, the TLX is a satisfying and overdue return to the engineering and dynamic greatness long associated with Honda’s luxury brand. The three available configurations have their own distinct personalities and offer value at their respective price points, but if forced to choose, we’d hit the sheets with the V-6 SH-AWD model, wed the excellent 2.4L TLX, and (regrettably) kill the front-drive V-6 iteration. If Acura isn’t fully back, it’s damn close with this car.""
http://www.caranddriver.com/news/2015-acura-tlx-24l-35l-35l-sh-awd-first-drive-review-the-choice-is-yoursbut-mostly-acuras-page-2"
ahightower,Aug-14,"Really liking the new TLX, except for lack of a manual transmission. I know, I know. Nobody buys them. There's still the ILX with the optional Civic Si powertrain. Maybe they'll tweak the styling to make it a little better looking."
m6user,Aug-14,The mistake with the ILX is not putting the 2.4 in all versions. You can only get stick and no NAV in the 2.4. The 2.0 is just too anemic for a car at this price point IMO.
[Deleted User],Aug-14,"I know a lot of people buy the same body style twice, but would you buy it for the savings, or wait until there are similar discounts on the new Sonata? I guess I am asking if you like the new one enough to wait...."
[Deleted User],Aug-14,
stickguy,Aug-14,"I agree about the Ilx. My assumption is once the TSX went away, the I would get a power upgrade. Probably a liter version if the base TLX 2.4. Other than the 2.0 it is a very nice car. Actually reminds me of the original TSX, which is a good thing!"
ab348,Aug-14,The ILX has not done well in most reviews I've read. Seems the Verano is its only real competition and is usually preferred. Small segment though.
stickguy,Aug-14,"I happen to like it. Looks nice, comfy, good features. Probably a bit doggish for high speed use. Add the 40 HP missing and tweak the suspension a bit and the reviews will change"
explorerx4,Aug-14,TLX is basically a Honda Accord (same platform) with the engine tuned for premium fuel. Suspension is Acura.
benjaminh,Aug-14,"More or less. But it's a little more complicated than that. The write-up from autoblog says:
http://www.autoblog.com/2014/08/04/2015-acura-tlx-first-drive-review/
""Before jumping behind the wheel and covering hundreds of miles in all three models combined, Acura showed me a fullsize cutaway of its new sedan. The display allowed me to see for myself that the TLX is built on the same basic platform as the Honda Accord, but it is significantly different, having been updated for premium duty with additional high-strength hot stamped steel to improve rigidity and safety, along with aluminum alloy and magnesium componentry to reduce weight. Once satisfied with the platform's enhanced body stiffness and lowered mass, the engineering team shot acoustic foam into the body cavities, adhered acoustic barrier panels within the body panels, used triple door seals around the frames...""
""The interior, in terms of design and execution, reminds me of the recently released RLX, which is Acura's current flagship....""
""...the engine is mated to a standard eight-speed dual-clutch transmission (DCT) with a torque converter. Yes, a torque converter. The automaker has combined its DCT with a torque converter – the industry's first such marriage we're aware of – to improve smoothness in stop-and-go situations and enhance off-the-line acceleration, both areas of weakness with many dual-clutch gearboxes...""
""....The Acura is remarkably quiet for a vehicle in this segment. The chassis and ride is also superb in all models....the TLX will make its owners look forward to the daily commute, whether three miles or three hours...""
""I'm a sport sedan guy, and given that primary motive, I'd likely choose the BMW 328i as this segment's most engaging, sportiest and fun-to-drive model – but option-for-option, it's significantly costlier to purchase and own, especially once BMW's free maintenance program expires. And besides, in the real world, people rarely drive above six-tenths. The reality is that most buyers in the segment are actually seeking an attractive vehicle with an accommodating cabin, comfortable ride, sporty-feeling yet predictable handling, a long equipment list, strong crash test scores, impeccable reliability, fuel economy and a price that doesn't break the bank.....Acura has engineered a much better sedan than its TSX and TL ever were – and it's finally in a position to offer a much better, more properly focused luxury sedan than most others in the segment."""
[Deleted User],Aug-14,"Yeah, I know it is an Accord underneath. Acura isn't back until an NSX AND an Integra are on the lot!"
stickguy,Aug-14,"sounds nice. I hope it sells well.
and, in a few weeks when I need to take my TL in for an oil change, I know what I will spend the time doing!"
backy,Aug-14,"That's an easy question for me because the lease for our 2013 Sonata runs through November 2015. At that point, I'll bet there'll be good discounts on the 2015 Sonata. If I were in the market for another Sonata, I'd wait for the new one, most likely the 1.6L Eco version. But we're probably going with a small SUV for my wife's next vehicle. And I like smaller cars to zip around town in."
explorerx4,Aug-14,"Look at the rear seat pass through from the trunk of the TLX. It's really small, which means the structure needed a lot of bracing, so it was not designed for strength from the start."
ab348,Aug-14,"It looks like a nice car but man, is that design conservative. Could have been designed 5-6 years back from the looks of it."
stickguy,Aug-14,"I actually like more conservative designs. Not boring per se, just classic/elegant. Something that doesn't look hokey, and should wear well."
m6user,Aug-14,"Yeah, look how old the Audi design is and it still looks very good. First time I've heard this design looking ultra conservative. Usually all you hear is ""Oh, the beak"". Acura has toned that down and now it's too conservative. Just goes to show you how different tastes interpret design. I haven't seen any car here that we discuss routinely that I wouldn't buy simply because of the exterior design. There are about 50 other things I consider more important. Now if one of them looked like the Aztec or Crosstour or something like that I would have to pass just due to the ugliness."
m6user,Aug-14,"@explorer4‌
""Look at the rear seat pass through from the trunk of the TLX. It's really small, which means the structure needed a lot of bracing, so it was not designed for strength from the start.""
Is that a fact something you know is a fact or are you just throwing out an assumption. Could it be that it was just part of the design? I have never heard that the size of the pass thru is a direct result of needed structural bracing.
As far as being based on a Accord frame and the motor tuned up. The Lexus ES350 is built directly on the Avalon frame and uses the exact same drivetrain. I believe the MKC is built directly on the Escape frame. So what? All manufacturers share subcomponents."
m6user,Aug-14,cars.com video review of the new 2015 Sonata
stickguy,Aug-14,"I saw one sitting out front of the dealer a few weeks back. I do like the new styling. and from peeking in the window, the dash/center stack seems nicer too."
ahightower,Aug-14,"Agreed. I'll take the ""can opener"" Acura over the ""opened can"" Lexus any day."
akirby,Aug-14,The new face of Lexus......
stickguy,Aug-14,Pretty close on that picture.
backy,Aug-14,"And Toyota seems to be mimicking it with the new Corolla and especially the new Camry. There's few current cars I would not buy just because of their styling, but the 2015 Camry is one of them. I can't take that schnoz."
[Deleted User],Aug-14,"Rolling trapezoidal grills. Sweet. But still better than Acura can muster backed up by an IS350 win over the 3 series in C/D just 6 months ago. I think it was the 335M...I dunno, BMW unhinged it's M program and now I don't know what is what to some extent."
akirby,Aug-14,M3 is the sedan. M4 is the coupe.
explorerx4,Aug-14,"Acura MKZ, I mean TLX review: https://autos.yahoo.com/blogs/motoramic/driving-the-2015-acura-tlx--the-smooth-jazz-station-in-a-rock--n-roll-town-184506835.html"
[Deleted User],Aug-14,"Yeah, I just wasn't sure which one in my head at the time! Also now there is an ""M-Sport"" package available on the whole lineup."
Michaell,Aug-14,"I've been driving a Nissan Altima rental while my car is in the shop getting some work done. My thoughts and impressions after a few days (copied from the CCBA thread).
I've done a couple of delivery shifts in it now and have a bit more of an opinion on my likes and dislikes.
First, I really like the keyless entry and push button start. One less thing I have to fumble with as I'm getting food into the car. Quite convenient.
It's spacious and quiet riding, for the most part. With 34,000 miles on it, there are a few squeaks and moans when I go over bumps. The brakes squeal a bit from time to time.
No feel at all through the steering wheel. I'm glad my Hyundai has the button that allows me to (artificially) boost the feel. This thing is dead. I'm noticing the same feeling when I drive the wife's CX-7, too. Geez, I hope that someone, somewhere, has maintained steering feel in their cars.
Handles like a pig. I know, it's a mid-sized sedan, but I could get the front wheels to screech even at moderate speeds. Low resistance Michelins are to blame?
Still getting used to the CVT - after my experience in the Sonata Hybrid rental I had in CA, this feels very different.
Infotainment sucks. No USB, no satellite radio. Choices are AM/FM or an AUX jack for my iPod.
Good gas mileage, however. If I'm reading the dashboard right, this tank has gone over 500 miles already and there is still over 100 miles left to empty. MPG computer shows 26.3 - don't know if that's a lifetime number or just for this tank. I got the car with just over a 1/2 tank of gas in it and I've done close to 200 miles already. I'll probably have to put gas in it, as I learned that the E-GT will be in the shop until Monday."
[Deleted User],Aug-14,"Which is why I was confused. I thought maybe the 335 M-Sport was beaten but it wasn't. It was the M3.
So, on the 3 series if the ""M"" is before the name it is a true ""M"" car. The others have the M after the name and denote an equipment package w/o the Hi-Po motor."
m6user,Aug-14,"The people over in ""Entry level performance sedans"" know everything about BMWs. Try there."
akirby,Aug-14,M sport is a package. M3/M5 is a vehicle.
ahightower,Aug-14,The moderator is a pizza dude?
nyccarguy,Aug-14,"In his spare time, yes"
Michaell,Aug-14,"I am. Gets me out of the house and away from the computer. Otherwise, I might grow roots here in the home office.
BTW, I have a ""real"" day job as well ... where I work from home."
[Deleted User],Aug-14,"Hey Kirby. I already stated that, and after all this time I have been here you know darn well I know what an M3 and M5 is!
M-Sport is a package. M cars have the M in front, the package cars have M-Sport after the name of the car. 335i M Sport for example.
I think BMW may be working the hell out of its brand marketing lol."
akirby,Aug-14,I was just providing a summary (with fewer words) for the others.
[Deleted User],Aug-14,"I did it too. Network Engineer by day, Domino's by night. With a 1, 3, and 4 year old at home we needed all the cash we could get. It worked out great, allowing us to pay for all the little stuff with pizza cash, and got me out of the house, limiting diaper duty."
ryster,Aug-14,"Unless you are looking at the 4-series Gran Coupe...which has 4 doors. I don't care if they call it a ""Coupe""...it is a 4 door sedan with a stubby trunk"
akirby,Aug-14,"Don't get me started on ""4 door coupes""....."
[Deleted User],Aug-14,"4 series ""Gran Coupe?"" Oh my god, I wasn't even aware that existed. BMW seems to have every niche product with no end in sight... this is what I meant in an earlier post. Even I would be intimidated if I walked on to their lot. I thought the 4 series was invented denoting a 2 door car! Someone oven there is behind this BMW branding blitz, and I am starting to wonder if he is insane.
I actually hate to keep the entry level luxury sedan posts going, but I have been on the Fairfax BMW e-mailing list forever from when I had my old 320 serviced there, and I just got a mailer featuring over 50 328i cars, all slashed to $33,575. That is a seriously good price on a $50,000 car! I have no idea if any of them come with ""available"" features like seats and steering wheels, but $33k for a car that does 60 in 5.8 seconds and the quarter in 13.9 at 101. Very quick for a 4 cylinder in such a big car.
If I was in the market for a loaded mid size sedan, I think I would add this long established BMW dealer on my short list for a test drive. It would probably come down to me buying the Mazda 6 or moving up to a low end BMW, with insurance and taxes being the deal breaker on the B-Mer.
As long as it isn't a 320. Been there done that."
backy,Aug-14,"Another way to move up a bit is with the Regal. I saw a great deal on the Regal Turbo in my local paper yesterday: $219/month for 36 months, no money down + TTL and first payment. That's a better deal than something like an Accord LX. Although the lease rates on those have dropped recently due to a $500 incentive. Weird thing about Honda ads in my area--they NEVER advertise sale prices, just lease rates.
A few other mid-sizers advertised great deals yesterday, e.g. a new Fusion S for $16,500. It seems to me these super-low prices are coming a little earlier in the year than in the past. It used to be you'd only see the low-low prices in the fall, with the best deals around Thanksgiving to year-end."
[Deleted User],Aug-14,"In the back of the new (9/14) issue of Car and Driver, there is a graph of RETAIL sales numbers through April this year. The source of these numbers is IHS Automotive with POLK new-vehicle registration data. It is located on page 128, in the middle of a Honda Accord Sport (manual) long term test. It returned 29 mpg, did 0-60 in 6.6 seconds when new AND after 40,000 miles, No problems except 3 unscheduled brake rotor resurfacing trips to the dealer, and we all know it was driven hard by C/D staff.
They loved it, but missed the lack of heated seats, SAT radio and navigation, and leather. Stated it is an extremely good value at $24k.
Here are their numbers:
Honda Accord - 112,100
Toyota Camry - 110,379
Nissan Altima - 84,111
Ford Fusion - 72,746
Hyundai Sonata - 54,014
Kia Optima - 44,000
Chevrolet Malibu - 43,101
Subaru Outback - 37,534
Volkswagen Passat - 26,824
Dodge Avenger - 25,068
Chrysler 200 - 21,648
Mazda 6 - 15,306
Buick Lacrosse - 12,080
Subaru Legacy - 9596
Buick Regal - 6452
Volkswagen CC - 3563
Anyway, I don't know if these numbers are truly all retail but that's what the graph says."
maxamillion85,Aug-14,"Alright folks, come Labor Day weekend I'm going to be ready to pull the trigger on a Fusion. I've been in talks with a few dealerships around the country (Some in Chicago-land and Illinois, two in NJ and one in CT)
Before this morning I was pretty set on driving to Columbia Ford out in Columbia, Connecticut to pick up a Fusion model they have available.
It's a loaded Darkside model with Charcoal Interior with the following options:
-6spd manual transmission
-202A/Luxury pkg
-Driver Assist pkg
-Heated Steering Wheel
-Power Moonroof
-MFT/Navigation
-Reverse Sensing System
-18 inch black gloss alloy wheels
Got a dealer quote late last night for $29200 prior to any rebates which comes out to about $340 above invoice. Currently I qualify for rebates up to $4750 if I take the Ford financing ($3750 if I don't) so the total cost as of last night was about $25,500-$24500 depending on rebates. I was about to plan the trip out there today when I got a call from the dealership (which is open on Sunday surprisingly) and now I'm putting the brakes on the purchase.
Part of the deal I acquired last night was to include splash guards and some all-weather mats in the price of the car, and today the salesperson agreed to do that since the car is still over invoice a bit. Then before we ended the conversation he told me that the dealership charges a $498 ""Conveyance"" fee for all purchases which he says is required by law (I just researched it and the only thing the dealership is required to do is post a sign saying they charge these fees and what they charge. Its a charge the dealerships themselves comes up with but he made it seem like it was a one-time fee all dealerships charge that Connecticut themselves requires them to charge)
Seems kinda shady to me. He's supposed to email me again tomorrow about the car, I'm going to stick to my guns...either give me the price you quoted me and include this ""bogus"" fee in the price of $29,200 or just keep the car.
He also mentioned that the ""Competitive Rebate"" that is available in my region only applies to GM vehicles, NOT to other makes/models. I researched Ford's website and they mention nothing about the car only needing to be a GM product. I'm not trusting these people right now...
I live in Wisconsin, only drive stick shift cars and I'm willing to drive out there to get the car BUT if the pricing isn't good (and right now the dealership looks mighty shady) I'm gonna pass on it. A dealership in my area has the exact car with the exact same options as the model out in Connecticut, but its an AUTOMATIC
Anybody have any dealings with Columbia Ford or any dealings buying a car in Connecticut before? The car is exactly what I want down to the options...but Im not just going to give away $500 just for the hell of it.
Considering the manual transmission is dead for 2015, I'm not paying anymore than the $24500-25500 total for the car. I'm not going to budge a bit!
Thanks in advance for any advice you can give."
Mr_Shiftright,Aug-14,"I'd pay up to $200 conveyance fee, and that's it. This is just another dealer ""pack""--it's for doing the DMV paperwork.
The ""law"" the dealer is referring to is this law, which applies to the dealer (see below). Obviously, this law was written to curtail abuses by the dealer.
""The State of Connecticut has also mandated that a sign be posted where sales transactions are processed containing the following information:
The amount of the conveyance or processing fee
The services performed for such fee
That the fee is not payable to the State of Connecticut
That the buyer, where appropriate, may elect to submit the documentation for registration and transfer of ownership to the DMV and that the amount of the fee will be proportionately reduced by that election. (NOTE: If the vehicle purchase requires the listing of a lienholder, the customer may not elect to submit the documentation.)
Sign specifications per Connecticut State Regulation:
The sign’s overall size is 36” x 26”
The top line of print is 125-point bold and underlined
The next five lines are 48-point bold
The last line is 60-point bold"""
[Deleted User],Aug-14,"I read where one guy saw ""ADP - $500"" on his contract after negotiating a low price, and when pressed about it the the sales person sheepishly admitted it stood for ""Additional Dealer Profit"".
Keep sharp out there America!"
stickguy,Aug-14,"Max, depends what is important. Getting the car you want, or that last few hundred $$. If you are willing to go all the way to Ct. for one, you obviously are very picky.
so, unless you are willing to compromise a bit to take a unit elsewhere, not sure how much real leverage you have."
brian125,Aug-14,"maxamillion85
Just read your post . Under no circumstance do you drive out of state to buy a vehicle without a signed buyers order. This can be done by fax. You need something in writing from the Int. sales mgr. If a dealer wont due this for you tell them you will take your business elsewhere.
Tell this dealer you will leave a credit card deposit to show you are a serious buyer till you could get to there dealership to pick up vehicle."
benjaminh,Aug-14,A guy over at driveaccord.net says he picked up a 2014 Accord Sport 6MT for 20k flat + taxes and fees! Wow that's a bargain for that car. What a steal. Wonder what I could get for my 2008 in trade....?
akirby,Aug-14,"I just bought a brand new 2014 Porsche 911 Turbo for $22.
See how that works?"
nyccarguy,Aug-14,"@maxamillion85‌
I live in CT, but have never had any dealings with this dealer, nor do I even know where Columbia, CT is. What I can tell you about conveyance fees is that they are real. The dealer has to charge it to everyone. Which just means they have to ""show"" it on the bill of sale. So like so many on edmunds have said before, go in with an ""out the door offer."" They have to sell YOU a car. It does them no good sitting on their lot. Just tell them to take an extra $498 off the price of the car.
Now on the flip side. If you have your heart set on this ""rare bird,"" and you have to have a stick shift, what is an extra $500 in the long run? Or if its the best deal you can get on the car you want, in a year you won't miss it. Either way, keep us in the loop & good luck!"
Michaell,Aug-14,You sure that wasn't in Bitcoin?
stickguy,Aug-14,SE of Hartford. somewhat boonies I think. so if flying in to buy would go into Hartford airport.
stickguy,Aug-14,"just looked up that Fusion. looks like it must have the ""sinister pack"" on it!
but good news, if Max can sneak it on the plane, he can bring a goat because they take them in trade too!"
[Deleted User],Aug-14,"Well, one of my rules is never buy a car more than 15 miles from the dealer where I bought it to make service more convenient.
That way recalls, warranted breakdowns, etc. lie squarely on the shoulders on the dealer who sold it to me. Also what about free service? Will it be offered at a dealer in another state? Are you going to drive to Connecticut every 3 to 6 months for an oil change?
I can't tell you how many times I have said ""It was so worth it to buy it close to they house"".
I can really appreciate your situation, since no one likes to feel like they are getting ripped off. Especially on a bogus fee; but if you try to nail them to the cross on price, they WILL try to make it up at every opportunity. The dealer ""conveyance"" fee is called ""doc prep"" here, and is generally $250 to $300, so $500 is high. They are trying to make sure they can pay the people who work in the back office that you usually do not see from this type of fee. Just to give you background, I worked for GMAC and AmeriCredit as a contract buyer. If you get a good price, and you can negotiate that fee down to $250, then I would sign for it. If you are unwilling to pay it, then they are going to make it up somewhere in F&I on interest or points, or GAP insurance, credit insurance, and so forth."
akirby,Aug-14,They're real but they are not required to charge any type of doc fee or conveyance fee. They just have to post it if they do charge it.
